"","edge_liked_by.count","edge_media_to_caption.edges","shortcode","tags","Year"
"736",731,"[{'node': {'text': 'Joghau Burkene, 11 after he had made a car for my interpreters son Elvis.\n.\n60% of the refugees fleeing South Sudan are children. Like in all Ugandas refugee settlements the young population in Bidibidi is very high; many classes have up to 250 pupils and big families are growing for each time a child loses its parents and is taken care of by others. Leaving their home during shootings and without bringing anything these self made cars become their only toys.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BaBnPVCFq03","[]","2017"
"737",108,"[{'node': {'text': ""Steven Ladu right after he'd opened this tiny shop close to his home in the refugee settlement Bidibidi. Like many other kids the 13 year old is trying to make some money to help providing his family with basics like soap and clothes. His family from South Sudan has lived here in Uganda for almost a year and they're still hundreds of refugees crossing the border to Uganda each day and filling new settlements like Bidibidi.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war.\xa0This picture is taken on assignment for\xa0@natgeo\xa0July/August 2017.\n.\nMy name is Nora Lorek and I had the pleasure of working with National Geographic for three months this summer after winning the international competition CPOY - College Photographer of the Year 2016. \nFor more pictures from Uganda and my previous projects follow @noralorek.""}}]","BaBhiq1lCvR","[]","2017"
"738",75,"[{'node': {'text': '""#Refugees create new job opportunities,” says Patrik (23) who is hired as #constructionworker to help build a new motorised borehole. The borehole will provide #water to #SouthSudanese refugees and the local community in #Bidibidi. 👷⛏💧 Photo: Tiril Skarstein /NRC\n#SouthSudan #workingman #constructionwork #building #water #waterislife #Uganda'}}]","BZ9RQR1nGt5","['SouthSudanese', 'Bidibidi', 'building', 'SouthSudan', 'workingman', 'Uganda', 'water', 'Refugees', 'constructionwork', 'waterislife', 'constructionworker']","2017"
"739",482,"[{'node': {'text': ""Repost @noralorek ・・・\nThe war got me in Juba so I came on the Nimule road. I was walking and it took me two weeks because it’s very far. My mother, father and brothers were in Yei when I left Juba so I don’t know if they’re still alive or managed to escape.”\nIn South Sudan she was working at a hotel but in Bidibidi there’s no chance for her to find a job. Sometimes she’s helping her neighbors making their hair to make some money and would like many others love to start a salon. \nIt’s now been a week since I left Bidibidi and the women that became my sisters. \nOne of the last i met was Viola Kide, 22 from Marabou county in South Sudan.\nHere she's living with her aunt Elisabeth (left) and her cousin Joyce (right) and the other six family members. Like Elisabeth said “Now our family has grown and we’re 9. I’s always good with big families. You share ideas and problems.”\n“Here we’re me, my three kids and husband, my mother in law, nice and two orphans from my husbands brother who was killed recently in the war.” On assignment for @natgeo July/August 2017.""}}]","BZ6VA0VhVF9","[]","2017"
"740",420,"[{'node': {'text': 'Repost  @noralorek ・・・\nHayatt Zaria, 22 and from Yei, South Sudan is sitting in front of her bedsheets with the text Weddingday on.\n.\n.\nWhen I asked her whether she’s married and if that’s hers she was just laughing “No, it’s just a design. I made it because I’ve seen it before and liked it”.\nIn South Sudan it’s a tradition to make a full box of new bedsheets called Milayas before getting married, to show your future husband that you’re a good wife and can take care of your home. During the wedding many of the Milayas are put up along the wall to show their beautiful colors and patterns. Now many of the women from South Sudan who’ve become refugees in Uganda are using their talent to make new Milayas to sell and become more independent.\n.\n.\nOn assignment for @natgeo July/August 2017.'}}]","BZ6Ulh0BM35","[]","2017"
"741",506,"[{'node': {'text': 'Milaya ~ Patterns of Home\n\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war. Uganda had one of the worlds most progressive refugee strategies; welcoming them with food each month and giving them right to work.\n\nWith most of the refugees being women and children and leaving during shootings at night their bed sheet called MILAYA are often one of the few things they carry with them.\n\nThe Handmade patterns have been made in South Sudan & Sudan for generations and the tradition of the Milayas continues in what has become their temporary home in waiting for the war to end.\n\nWords and picture by the amazing @noralorek go see her incredible work.'}}]","BZ6Tii9B1FP","[]","2017"
"742",269092,"[{'node': {'text': ""Photo by @noralorek for @natgeo. “The war got me in Juba so I came here on the Nimule road. I was walking and it took me two weeks because it’s very far. My mother, father and brothers were in Yei when I left Juba so I don’t know if they’re still alive or managed to escape”, Viola Kide, 22 from Marabou county in South Sudan.\n.\nIn August the one millionth refugee from South Sudan entered Uganda in escape of the war. \nWith most of the refugees being women and children and leaving during shootings at night their bedsheets called Milaya are often one of the few things they carry with them. The handmade patterns have been made in South Sudan and Sudan for generations and the tradition of the Milayas continues in what has become their temporary home while waiting for the war to end. Bidibidi is now with its more than 270.000 people considered the worlds largest refugee settlement.\n.\nHere Viola is posing in front of her Milaya hold by her aunt Elisabeth and her cousin Joyce. For more pictures from 'The Milaya Studios' follow @noralorek""}}]","BZ6DKIejkOU","[]","2017"
"743",47,"[{'node': {'text': '#ADRA manages this zone (2) of #bidibidisettlement. Currently the largest #refugee settlement in the world. #adraresponds #humanitarian #standwithrefugees #refugeeswelcome #uganda #humanitarian #africa #getoutofthecubicle'}}]","BZ3k075gECE","['standwithrefugees', 'bidibidisettlement', 'refugee', 'ADRA', 'uganda', 'africa', 'humanitarian', 'adraresponds', 'refugeeswelcome', 'getoutofthecubicle']","2017"
"744",94,"[{'node': {'text': 'Feliz Dia Mundial dos Professores!\n\nO tema deste ano do Dia Mundial dos Professores, neste 5 de outubro, é ""Ensinando em liberdade, empoderando os professores"", ressaltando a importância do Objetivo de Desenvolvimento Sustentável 4 sobre #educação e a meta de reconhecer professores como atores fundamentais para o alcance da Agenda de Educação até 2030.\n\nUm dos desafios é a grave falta de professores. De acordo com o Instituto de Estatísticas da @unesco, o mundo precisa de 69 milhões de professores para que seja possível alcançar educação primária e secundária universal até 2030.\n\nNa Escola Primária Yangani, no #Uganda, existem 5 mil estudantes e apenas 38 professores. Há apenas um livro para cada 18 crianças.\n\nA Agência da ONU para Refugiados, #ACNUR, trabalha com o Ministério da Educação do país e organizações parceiras para aumentar a capacidade, criar mais escolas e identificar instituições de ensino que podem ser ampliadas. \nRegram: @refugees / Foto: UNHCR/Isaac Kasamani \n#professores #ensino #alfabetização #objetivosglobais #metasglobais #escolas #livros #crianças #refugiados'}}]","BZ3YIEjj89I","['educação', 'alfabetização', 'ACNUR', 'livros', 'ensino', 'metasglobais', 'professores', 'Uganda', 'crianças', 'objetivosglobais', 'refugiados', 'escolas']","2017"
"745",47,"[{'node': {'text': 'This is what we call the African Massage 😂💆🏼 #africa #africanroads #ruralafrica #bidibidisettlement #uganda #travelgram  #travel #humanitarian #fieldlife'}}]","BZ24uSxgVfe","['bidibidisettlement', 'travel', 'travelgram', 'fieldlife', 'uganda', 'africa', 'ruralafrica', 'humanitarian', 'africanroads']","2017"
"746",544,"[{'node': {'text': '“After an attack in Lainya a group of soldiers was asking for my husband and took him to where we had all our cattle. There they slaughtered him. I became terrified and left with my children. When the war started the hate among people was growing too. Someone had told the government soldiers that my husband had a gun and that he was planning to become a rebel. But the gun was only to protect him from thieves that were interested in the cattle and he had never planned to join the rebels”, Joyce Sadia, 44 and from Lainya in South Sudan told me when I visited her and her children in Ariwa, part of Bidibidi refugee settlement.\n.\n“We were walking for seven days and arrived at Busia border the 8th day. When arriving I felt happy to leave the gunshots and slaughtering behind me.”\n“Here I became the third leader of the women’s group Gun Kata meaning ”God is there”. This group means a lot to me. It’s so important because it helps us in all the economic and mental problems. I was talking to a psychologist social helper before and she told me it’s important that we women talk with each other about what we’ve been through. So we started this group and it helps a lot.”\nIn Gun Kata 60 women are working with making their Milayas, the bedsheets, to sell them to visitors or shops in the cities nearby. In this picture Joyce is with her children Khemis, Flora and Lona and her brothers sons James and Thomas.\n.\nOn assignment for @natgeo in Uganda, July/August 2017.'}}]","BZ1t2xPhTBd","[]","2017"
"747",25,"[{'node': {'text': 'Water Well Wednesday! Amazing news → we have successfully drilled a well in Bibi Bidi settlement. Praise God for the hands that worked each day on this 84 meter deep strike. AND all 35 community wells have been successfully completed. Your prayers and faithfulness are heard and we cannot thankyou enough.'}}]","BZ1f95XBdDS","[]","2017"
